"name","id","desc"
"qorA","b4051","quinone oxidoreductase, NADPH-dependent (EC:1.6.5.5); K00344 NADPH2:quinone reductase [EC:1.6.5.5]"
"qorB","b4211","NAD(P)H:quinone oxidoreductase"
"qseB","b3025","quorum sensing DNA-binding response regulator in two-component regulatory system with QseC; K07666 two-component system, OmpR family, response regulator QseB"
"qseC","b3026","quorum sensing sensory histidine kinase in two-component regulatory system with QseB; K07645 two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]"
"qseD","NA","NA"
"queA","b0405","S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC:5.-.-.-); K07568 S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]"
"queC","b0444","7-cyano-7-deazaguanine (preQ0) synthase; queuosine biosynthesis; K06920 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]"
"queD","b2765","6-pyruvoyl tetrahydrobiopterin synthase (PTPS); K01737 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]"
"queF","b2794","7-cyano-7-deazaguanine reductase (NADPH-dependent) (EC:1.7.1.-); K06879 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]"
"quuD","b0551","DLP12 prophage; predicted antitermination protein"
"quuQ","b1559","Qin prophage; predicted antitermination protein Q"
"racC","b1351","Rac prophage; predicted protein"
"racR","b1356","Rac prophage; predicted DNA-binding transcriptional regulator"
"radA","b4389","DNA repair protein; K04485 DNA repair protein RadA/Sms"
"raiA","b2597","cold shock protein associated with 30S ribosomal subunit; K05809 ribosome-associated inhibitor A"
"ralR","b1348","Rac prophage; restriction alleviation protein"
"rapA","b0059","RNA polymerase remodeling/recycling factor ATPase; RNA polymerase-associated, ATP-dependent RNA translocase (EC:3.6.1.-); K03580 ATP-dependent helicase HepA [EC:3.6.4.-]"
"rarA","b0892","DNA-dependent ATPase involved in processing recombination intermediates at replication forks; K07478 putative ATPase"
"rarD","b3819","predicted chloramphenical resistance permease; K05786 chloramphenicol-sensitive protein RarD"
"ravA","b3746","fused predicted transcriptional regulator: sigma54 activator protein/conserved protein; K03924 MoxR-like ATPase [EC:3.6.3.-]"
"rbbA","b3486","fused ribosome-associated ATPase: ATP-binding protein/ATP-binding protein/predicted membrane protein; K13926 ribosome-dependent ATPase"
"rbfA","b3167","30s ribosome binding factor; K02834 ribosome-binding factor A"
"rbn","b2268","RNase BN, tRNA processing enzyme; K00784 ribonuclease Z [EC:3.1.26.11]"
"rbsA","b3749","fused D-ribose transporter subunits of ABC superfamily: ATP-binding components; K10441 ribose transport system ATP-binding protein [EC:3.6.3.17]"
"rbsB","b3751","D-ribose transporter subunit; K10439 ribose transport system substrate-binding protein"
"rbsC","b3750","D-ribose transporter subunit; K10440 ribose transport system permease protein"
"rbsD","b3748","predicted cytoplasmic sugar-binding protein; K06726 D-ribose pyranase [EC:5.-.-.-]"
"rbsK","b3752","ribokinase (EC:2.7.1.15); K00852 ribokinase [EC:2.7.1.15]"
"rbsR","b3753","DNA-binding transcriptional repressor of ribose metabolism; K02529 LacI family transcriptional regulator"
"rcnA","NA","NA"
"rcnR","b2105","DNA-binding transcriptional repressor of rcnA"
"rcsA","b1951","DNA-binding transcriptional activator, co-regulator with RcsB; K07781 LuxR family transcriptional regulator, capsular biosynthesis positive transcription factor"
"rcsB","b2217","DNA-binding response regulator in two-component regulatory system with RcsC and YojN; K07687 two-component system, NarL family, captular synthesis response regulator RcsB"
"rcsC","b2218","hybrid sensory kinase in two-component regulatory system with RcsB and YojN; K07677 two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]"
"rcsD","b2216","phosphotransfer intermediate protein in two-component regulatory system with RcsBC; K07676 two-component system, NarL family, sensor histidine kinase RcsD [EC:2.7.13.3]"
"rcsF","b0196","predicted outer membrane protein, signal; K06080 RcsF protein"
"rdgB","b2954","dITP/XTP pyrophosphatase (EC:3.6.1.-); K02428 dITP/XTP pyrophosphatase [EC:3.6.1.19]"
"rdgC","b0393","nucleoid-associated ssDNA and dsDNA binding protein; competitive inhibitor of RecA function; K03554 recombination associated protein RdgC"
"rdlA","b4420","sRNA antisense regulator affects LdrA translation; proposed addiction module in LDR-A repeat, with toxic peptide LdrA"
"rdlD","b4454","sRNA antisense regulator affects LdrD translation; proposed addiction module in LDR-D repeat, with toxic peptide LdrD"
"rdoA","NA","NA"
"recA","b2699","DNA strand exchange and recombination protein with protease and nuclease activity; K03553 recombination protein RecA"
"recB","b2820","exonuclease V (RecBCD complex), beta subunit (EC:3.1.11.5); K03582 exodeoxyribonuclease V beta subunit [EC:3.1.11.5]"
"recC","b2822","exonuclease V (RecBCD complex), gamma chain (EC:3.1.11.5); K03583 exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]"
"recD","b2819","exonuclease V (RecBCD complex), alpha chain (EC:3.1.11.5); K03581 exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]"
"recE","b1350","Rac prophage; exonuclease VIII, 5' -> 3' specific dsDNA exonuclease (EC:3.1.11.-); K10906 exodeoxyribonuclease VIII [EC:3.1.11.-]"
"recF","b3700","gap repair protein; K03629 DNA replication and repair protein RecF"
"recG","b3652","ATP-dependent DNA helicase (EC:3.6.1.-); K03655 ATP-dependent DNA helicase RecG [EC:3.6.4.12]"
"recJ","b2892","ssDNA exonuclease, 5' --> 3'-specific (EC:3.1.-.-); K07462 single-stranded-DNA-specific exonuclease [EC:3.1.-.-]"
"recN","b2616","recombination and repair protein; K03631 DNA repair protein RecN (Recombination protein N)"
"recO","b2565","gap repair protein; K03584 DNA repair protein RecO (recombination protein O)"
"recQ","b3822","ATP-dependent DNA helicase (EC:3.6.1.-); K03654 ATP-dependent DNA helicase RecQ [EC:3.6.4.12]"
"recR","b0472","gap repair protein; K06187 recombination protein RecR"
"recT","b1349","Rac prophage; recombination and repair protein; K07455 recombination protein RecT"
"recX","b2698","regulatory protein for RecA; K03565 regulatory protein"
"relA","b2784","(p)ppGpp synthetase I/GTP pyrophosphokinase (EC:2.7.6.5); K00951 GTP pyrophosphokinase [EC:2.7.6.5]"
"relB","b1564","Qin prophage; bifunctional antitoxin of the RelE-RelB toxin-antitoxin system/transcriptional repressor"
"relE","b1563","Qin prophage; toxin of the RelE-RelB toxin-antitoxin system; K06218 RelE protein"
"rem","NA","NA"
"renD","b0542","pseudogene"
"rep","NA","NA"
"rfaB","NA","NA"
"rfaC","NA","NA"
"rfaD","NA","NA"
"rfaE","NA","NA"
"rfaF","NA","NA"
"rfaG","NA","NA"
"rfaH","b3842","DNA-binding transcriptional antiterminator; K05785 transcriptional antiterminator RfaH"
"rfaI","NA","NA"
"rfaJ","NA","NA"
"rfaL","NA","NA"
"rfaP","NA","NA"
"rfaQ","NA","NA"
"rfaS","NA","NA"
"rfaY","NA","NA"
"rfaZ","NA","NA"
"rfbA","b2039","glucose-1-phosphate thymidylyltransferase (EC:2.7.7.24); K00973 glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]"
"rfbB","b2041","dTDP-glucose 4,6 dehydratase, NAD(P)-binding (EC:4.2.1.46); K01710 dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]"
"rfbC","b2038","dTDP-4-deoxyrhamnose-3,5-epimerase (EC:5.1.3.13); K01790 dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]"
"rfbD","b2040","dTDP-4-dehydrorhamnose reductase subunit, NAD(P)-binding, of dTDP-L-rhamnose synthase (EC:1.1.1.133); K00067 dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]"
"rfbX","NA","NA"
"rfc","NA","NA"
"rfe","NA","NA"
"rffA","NA","NA"
"rffC","NA","NA"
"rffD","NA","NA"
"rffE","NA","NA"
"rffG","b3788","dTDP-glucose 4,6-dehydratase (EC:4.2.1.46); K01710 dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]"
"rffH","b3789","glucose-1-phosphate thymidylyltransferase (EC:2.7.7.24); K00973 glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]"
"rffM","NA","NA"
"rffT","NA","NA"
"rhaA","b3903","L-rhamnose isomerase (EC:5.3.1.14); K01813 L-rhamnose isomerase [EC:5.3.1.14]"
"rhaB","b3904","rhamnulokinase (EC:2.7.1.5); K00848 rhamnulokinase [EC:2.7.1.5]"
"rhaD","b3902","rhamnulose-1-phosphate aldolase (EC:4.1.2.19); K01629 rhamnulose-1-phosphate aldolase [EC:4.1.2.19]"
"rhaM","b3901","L-rhamnose mutarotase; K03534 L-rhamnose mutarotase [EC:5.1.3.-]"
"rhaR","b3906","DNA-binding transcriptional activator for rhaSR, L-rhamnose-binding; K02854 AraC family transcriptional regulator, L-rhamnose operon transcriptional activator RhaR"
"rhaS","b3905","DNA-binding transcriptional activator for rhaBAD and rhaT, L-rhamnose-binding; K02855 AraC family transcriptional regulator, L-rhamnose operon regulatory protein RhaS"
"rhaT","NA","NA"
"rhlB","b3780","ATP-dependent RNA helicase; K03732 ATP-dependent RNA helicase RhlB [EC:3.6.4.13]"
"rhlE","b0797","ATP-dependent RNA helicase; K11927 ATP-dependent RNA helicase RhlE [EC:3.6.4.13]"
"rhmA","b2245","2-keto-3-deoxy-L-rhamnonate aldolase; K12660 2-dehydro-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53]"
"rhmD","b2247","L-rhamnonate dehydratase; K12661 L-rhamnonate dehydratase [EC:4.2.1.90]"
"rhmR","b2248","predicted DNA-binding transcriptional regulator for the rhm operon"
"rhmT","b2246","predicted L-rhamnonate transporter"
"rho","NA","NA"
"rhsA","b3593","rhsA element core protein RshA; putative neighboring cell growth inhibitor"
"rhsB","b3482","rhsB element core protein RshB; putative neighboring cell growth inhibitor"
"rhsC","b0700","rhsC element core protein RshC"
"rhsD","b0497","rhsD element protein"
"rhsE","b1456","pseudogene"
"rhtA","b0813","threonine and homoserine efflux system; K11939 inner membrane transporter RhtA"
"rhtB","b3824","homoserine, homoserine lactone and S-methyl-methionine efflux pump; K05834 homoserine/homoserine lactone efflux protein"
"rhtC","b3823","threonine efflux pump; K05835 threonine efflux protein"
"ribA","b1277","GTP cyclohydrolase II (EC:3.5.4.25); K01497 GTP cyclohydrolase II [EC:3.5.4.25]"
"ribB","b3041","3,4-dihydroxy-2-butanone-4-phosphate synthase; K02858 3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]"
"ribC","b1662","riboflavin synthase, alpha subunit (EC:2.5.1.9); K00793 riboflavin synthase [EC:2.5.1.9]"
"ribD","b0414","fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase (EC:1.1.1.193 3.5.4.26); K11752 diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]"
"ribE","b0415","riboflavin synthase beta chain (EC:2.5.1.9); K00794 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]"
"ribF","b0025","bifunctional riboflavin kinase/FAD synthetase (EC:2.7.1.26 2.7.7.2); K11753 riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]"
"rihA","b0651","ribonucleoside hydrolase 1 (EC:3.2.2.-); K01250 pyrimidine-specific ribonucleoside hydrolase [EC:3.2.-.-]"
"rihB","b2162","ribonucleoside hydrolase 2 (EC:3.2.2.-); K10213 ribosylpyrimidine nucleosidase [EC:3.2.2.8]"
"rihC","b0030","ribonucleoside hydrolase 3 (EC:3.2.2.-); K12700 non-specific riboncleoside hydrolase [EC:3.2.-.-]"
"rimI","b4373","ribosomal-protein-S18-alanine N-acetyltransferase (EC:2.3.1.128); K03789 ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]"
"rimJ","b1066","ribosomal-protein-S5-alanine N-acetyltransferase (EC:2.3.1.128); K03790 ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]"
"rimK","b0852","ribosomal protein S6 modification protein; K05844 ribosomal protein S6 modification protein"
"rimL","b1427","ribosomal-protein-L7/L12-serine acetyltransferase (EC:2.3.1.-); K03817 ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]"
"rimM","b2608","16S rRNA processing protein; K02860 16S rRNA processing protein RimM"
"rimN","NA","NA"
"rimO","b0835","ribosomal protein S12 methylthiotransferase; radical SAM superfamily; K14441 ribosomal protein S12 methylthiotransferase [EC:2.-.-.-]"
"rimP","b3170","ribosome maturation factor for 30S subunits; K09748 ribosome maturation factor RimP"
"rlmA","b1822","23S rRNA m(1)G745 methyltransferase, SAM-dependent (EC:2.1.1.187); K00563 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]"
"rlmB","b4180","23S rRNA mG2251 2'-O-ribose methyltransferase, SAM-dependent (EC:2.1.1.-); K03218 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]"
"rlmE","b3179","23S rRNA U2552 2'-O-ribose methyltransferase, SAM-dependent (EC:2.1.1.-); K02427 23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]"
"rlmF","b0807","23S rRNA m(6)A1618 methyltransferase, SAM-dependent; K06970 23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]"
"rlmG","b3084","23S rRNA m(2)G1835 methyltransferase, SAM-dependent; K11391 23S rRNA (guanine1835-N2)-methyltransferase [EC:2.1.1.174]"
"rlmH","b0636","23S rRNA m(3)Psi1915 pseudouridine methyltransferase, SAM-dependent; K00783 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]"
"rlmI","b0967","23S rRNA m(5)C1962 methyltransferase, SAM-dependent; K06969 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]"
"rlmL","b0948","fused 23S rRNA m(2)G2445 and m(7)G2069 methyltransferase, SAM-dependent; K12297 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]"
"rlmM","b2806","23S rRNA C2498 2'-O-ribose methyltransferase, SAM-dependent; K06968 23S rRNA (cytidine2498-2'-O)-methyltransferase [EC:2.1.1.186]"
"rlmN","b2517","dual specificity 23S rRNA m(2)A2503, tRNA m(2)A37 methyltransferase, SAM-dependent; K06941 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]"
"rlpA","b0633","septal ring protein, suppressor of prc, minor lipoprotein; K03642 rare lipoprotein A"
"rluA","b0058","dual specificity 23S rRNA pseudouridine(746), tRNA pseudouridine(32) synthase, SAM-dependent (EC:4.2.1.70); K06177 tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]"
"rluB","b1269","23S rRNA pseudouridine(2605) synthase (EC:4.2.1.70); K06178 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]"
"rluC","b1086","23S rRNA pseudouridine(955,2504,2580) synthase (EC:4.2.1.70); K06179 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]"
"rluD","b2594","23S rRNA pseudouridine(1911,1915,1917) synthase (EC:4.2.1.70); K06180 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]"
"rluE","b1135","23S rRNA pseudouridine(2457) synthase (EC:4.2.1.70); K06181 23S rRNA pseudouridine2457 synthase [EC:5.4.99.20]"
"rluF","b4022","23S rRNA pseudouridine(2604) synthase (EC:4.2.1.70); K06182 23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]"
"rmf","b0953","ribosome modulation factor; K03812 ribosome modulation factor"
"rmuC","b3832","predicted recombination limiting protein; K09760 DNA recombination protein RmuC"
"rna","NA","NA"
"rnb","b1286","ribonuclease II (EC:3.1.13.1); K01147 exoribonuclease II [EC:3.1.13.1]"
"rnc","b2567","RNase III (EC:3.1.26.3); K03685 ribonuclease III [EC:3.1.26.3]"
"rnd","b1804","ribonuclease D (EC:3.1.26.3); K03684 ribonuclease D [EC:3.1.13.5]"
"rne","NA","NA"
"rng","b3247","ribonuclease G (EC:3.1.4.-); K08301 ribonuclease G [EC:3.1.26.-]"
"rnhA","b0214","ribonuclease HI, degrades RNA of DNA-RNA hybrids (EC:3.1.26.4); K03469 ribonuclease HI [EC:3.1.26.4]"
"rnhB","b0183","ribonuclease HII, degrades RNA of DNA-RNA hybrids (EC:3.1.26.4); K03470 ribonuclease HII [EC:3.1.26.4]"
"rnk","b0610","regulator of nucleoside diphosphate kinase; K06140 regulator of nucleoside diphosphate kinase"
"rnlA","b2630","CP4-57 prophage; RNase LS"
"rnpA","b3704","protein C5 component of RNase P (EC:3.1.26.5); K03536 ribonuclease P protein component [EC:3.1.26.5]"
"rnpB","b3123","RNase P, M1 RNA component; K01978 M1 RNA"
"rnr","b4179","exoribonuclease R, RNase R (EC:3.1.-.-); K12573 ribonuclease R [EC:3.1.-.-]"
"rnt","b1652","ribonuclease T (RNase T) (EC:3.1.13.-); K03683 ribonuclease T [EC:3.1.13.-]"
"rob","NA","NA"
"rodZ","b2516","cytoskeletal protein required for MreB assembly; K15539 cytoskeleton protein RodZ"
"rof","NA","NA"
"rpe","b3386","D-ribulose-5-phosphate 3-epimerase (EC:5.1.3.1); K01783 ribulose-phosphate 3-epimerase [EC:5.1.3.1]"
"rph","NA","NA"
"rpiA","b2914","ribose 5-phosphate isomerase, constitutive (EC:5.3.1.6); K01807 ribose 5-phosphate isomerase A [EC:5.3.1.6]"
"rpiB","b4090","ribose 5-phosphate isomerase B/allose 6-phosphate isomerase (EC:5.3.1.6); K01808 ribose 5-phosphate isomerase B [EC:5.3.1.6]"
"rpiR","b4089","DNA-binding transcriptional repressor"
"rplA","b3984","50S ribosomal subunit protein L1; K02863 large subunit ribosomal protein L1"
"rplB","b3317","50S ribosomal subunit protein L2; K02886 large subunit ribosomal protein L2"
"rplC","b3320","50S ribosomal subunit protein L3; K02906 large subunit ribosomal protein L3"
"rplD","b3319","50S ribosomal subunit protein L4; K02926 large subunit ribosomal protein L4"
"rplE","b3308","50S ribosomal subunit protein L5; K02931 large subunit ribosomal protein L5"
"rplF","b3305","50S ribosomal subunit protein L6; K02933 large subunit ribosomal protein L6"
"rplI","b4203","50S ribosomal subunit protein L9; K02939 large subunit ribosomal protein L9"
"rplJ","b3985","50S ribosomal subunit protein L10; K02864 large subunit ribosomal protein L10"
"rplK","b3983","50S ribosomal subunit protein L11; K02867 large subunit ribosomal protein L11"
"rplL","b3986","50S ribosomal subunit protein L7/L12; K02935 large subunit ribosomal protein L7/L12"
"rplM","b3231","50S ribosomal subunit protein L13; K02871 large subunit ribosomal protein L13"
"rplN","b3310","50S ribosomal subunit protein L14; K02874 large subunit ribosomal protein L14"
"rplO","b3301","50S ribosomal subunit protein L15; K02876 large subunit ribosomal protein L15"
"rplP","b3313","50S ribosomal subunit protein L16; K02878 large subunit ribosomal protein L16"
"rplQ","b3294","50S ribosomal subunit protein L17; K02879 large subunit ribosomal protein L17"
"rplR","b3304","50S ribosomal subunit protein L18; K02881 large subunit ribosomal protein L18"
"rplS","b2606","50S ribosomal subunit protein L19; K02884 large subunit ribosomal protein L19"
"rplT","b1716","50S ribosomal subunit protein L20; K02887 large subunit ribosomal protein L20"
"rplU","b3186","50S ribosomal subunit protein L21; K02888 large subunit ribosomal protein L21"
"rplV","b3315","50S ribosomal subunit protein L22; K02890 large subunit ribosomal protein L22"
"rplW","b3318","50S ribosomal subunit protein L23; K02892 large subunit ribosomal protein L23"
"rplX","b3309","50S ribosomal subunit protein L24; K02895 large subunit ribosomal protein L24"
"rplY","b2185","50S ribosomal subunit protein L25; K02897 large subunit ribosomal protein L25"
"rpmA","b3185","50S ribosomal subunit protein L27; K02899 large subunit ribosomal protein L27"
"rpmB","b3637","50S ribosomal subunit protein L28; K02902 large subunit ribosomal protein L28"
"rpmC","b3312","50S ribosomal subunit protein L29; K02904 large subunit ribosomal protein L29"
"rpmD","b3302","50S ribosomal subunit protein L30; K02907 large subunit ribosomal protein L30"
"rpmE","b3936","50S ribosomal subunit protein L31; K02909 large subunit ribosomal protein L31"
"rpmF","b1089","50S ribosomal subunit protein L32; K02911 large subunit ribosomal protein L32"
"rpmG","b3636","50S ribosomal subunit protein L33; K02913 large subunit ribosomal protein L33"
"rpmH","b3703","50S ribosomal subunit protein L34; K02914 large subunit ribosomal protein L34"
"rpmI","b1717","50S ribosomal subunit protein L35; K02916 large subunit ribosomal protein L35"
"rpmJ","b3299","50S ribosomal subunit protein L36; K02919 large subunit ribosomal protein L36"
"rpoA","b3295","RNA polymerase, alpha subunit (EC:2.7.7.6); K03040 DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]"
"rpoB","b3987","RNA polymerase, beta subunit (EC:2.7.7.6); K03043 DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]"
"rpoC","b3988","RNA polymerase, beta prime subunit (EC:2.7.7.6); K03046 DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]"
"rpoD","b3067","RNA polymerase, sigma 70 (sigma D) factor; K03086 RNA polymerase primary sigma factor"
"rpoE","b2573","RNA polymerase, sigma 24 (sigma E) factor; K03088 RNA polymerase sigma-70 factor, ECF subfamily"
"rpoH","b3461","RNA polymerase, sigma 32 (sigma H) factor; K03089 RNA polymerase sigma-32 factor"
"rpoN","b3202","RNA polymerase, sigma 54 (sigma N) factor; K03092 RNA polymerase sigma-54 factor"
"rpoS","b2741","RNA polymerase, sigma S (sigma 38) factor; K03087 RNA polymerase nonessential primary-like sigma factor"
"rpoZ","b3649","RNA polymerase, omega subunit (EC:2.7.7.6); K03060 DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]"
"rppH","b2830","RNA pyrophosphohydrolase (EC:3.6.1.-); K08311 putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]"
"rprA","b4431","sRNA antisense activator for RpoS translation, Hfq-dependent"
"rpsA","b0911","30S ribosomal subunit protein S1; K02945 small subunit ribosomal protein S1"
"rpsB","b0169","30S ribosomal subunit protein S2; K02967 small subunit ribosomal protein S2"
"rpsC","b3314","30S ribosomal subunit protein S3; K02982 small subunit ribosomal protein S3"
"rpsD","b3296","30S ribosomal subunit protein S4; K02986 small subunit ribosomal protein S4"
"rpsE","b3303","30S ribosomal subunit protein S5; K02988 small subunit ribosomal protein S5"
"rpsF","b4200","30S ribosomal subunit protein S6; K02990 small subunit ribosomal protein S6"
"rpsG","b3341","30S ribosomal subunit protein S7; K02992 small subunit ribosomal protein S7"
"rpsH","b3306","30S ribosomal subunit protein S8; K02994 small subunit ribosomal protein S8"
"rpsI","b3230","30S ribosomal subunit protein S9; K02996 small subunit ribosomal protein S9"
"rpsJ","b3321","30S ribosomal subunit protein S10; K02946 small subunit ribosomal protein S10"
"rpsK","b3297","30S ribosomal subunit protein S11; K02948 small subunit ribosomal protein S11"
"rpsL","b3342","30S ribosomal subunit protein S12; K02950 small subunit ribosomal protein S12"
"rpsM","b3298","30S ribosomal subunit protein S13; K02952 small subunit ribosomal protein S13"
"rpsN","b3307","30S ribosomal subunit protein S14; K02954 small subunit ribosomal protein S14"
"rpsO","b3165","30S ribosomal subunit protein S15; K02956 small subunit ribosomal protein S15"
"rpsP","b2609","30S ribosomal subunit protein S16; K02959 small subunit ribosomal protein S16"
"rpsQ","b3311","30S ribosomal subunit protein S17; K02961 small subunit ribosomal protein S17"
"rpsR","b4202","30S ribosomal subunit protein S18; K02963 small subunit ribosomal protein S18"
"rpsS","b3316","30S ribosomal subunit protein S19; K02965 small subunit ribosomal protein S19"
"rpsT","b0023","30S ribosomal subunit protein S20; K02968 small subunit ribosomal protein S20"
"rpsU","b3065","30S ribosomal subunit protein S21; K02970 small subunit ribosomal protein S21"
"rraA","b3929","ribonuclease E (RNase E) inhibitor protein; K02553 regulator of ribonuclease activity A"
"rraB","b4255","protein inhibitor of RNase E; K09893 hypothetical protein"
"rrfC","b3759","5S ribosomal RNA of rrnC operon; K01985 5S ribosomal RNA"
"rrfD","b3274","5S ribosomal RNA of rrnD operon; K01985 5S ribosomal RNA"
"rrfF","b3272","5S ribosomal RNA of rrnD operon; K01985 5S ribosomal RNA"
"rrfG","b2588","5S ribosomal RNA of rrnG operon; K01985 5S ribosomal RNA"
"rrfH","b0205","5S ribosomal RNA of rrnH operon; K01985 5S ribosomal RNA"
"rrlA","b3854","23S ribosomal RNA of rrnA operon; K01980 23S ribosomal RNA"
"rrlC","b3758","23S ribosomal RNA of rrnC operon; K01980 23S ribosomal RNA"
"rrlD","b3275","23S ribosomal RNA of rrnD operon; K01980 23S ribosomal RNA"
"rrlE","b4009","23S ribosomal RNA of rrnE operon; K01980 23S ribosomal RNA"
"rrlG","b2589","23S ribosomal RNA of rrnG operon; K01980 23S ribosomal RNA"
"rrlH","b0204","23S ribosomal RNA of rrnH operon; K01980 23S ribosomal RNA"
"rrsA","b3851","16S ribosomal RNA of rrnA operon; K01977 16S ribosomal RNA"
"rrsB","b3968","16S ribosomal RNA of rrnB operon; K01977 16S ribosomal RNA"
"rrsC","b3756","16S ribosomal RNA of rrnC operon; K01977 16S ribosomal RNA"
"rrsE","b4007","16S ribosomal RNA of rrnE operon; K01977 16S ribosomal RNA"
"rrsH","b0201","16S ribosomal RNA of rrnH operon; K01977 16S ribosomal RNA"
"rsd","b3995","stationary phase protein, binds sigma 70 RNA polymerase subunit; K07740 regulator of sigma D"
"rseA","b2572","anti-sigma factor; K03597 sigma-E factor negative regulatory protein RseA"
"rseB","b2571","anti-sigma E factor, binds RseA; K03598 sigma-E factor negative regulatory protein RseB"
"rseC","b2570","RseC protein involved in reduction of the SoxR iron-sulfur cluster; K03803 sigma-E factor negative regulatory protein RseC"
"rseP","b0176","inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease (EC:3.4.24.-); K11749 regulator of sigma E protease [EC:3.4.24.-]"
"rseX","b4603","sRNA antisense regulator of ompA and ompC translation, Hfq-dependent"
"rsgA","b4161","ribosome small subunit-dependent GTPase A (EC:3.6.1.-); K06949 ribosome biogenesis GTPase [EC:3.6.1.-]"
"rsmA","b0051","16S rRNA m(6)A1518, m(6)A1519 dimethyltransferase, SAM-dependent (EC:2.1.1.-); K02528 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]"
"rsmB","b3289","16S rRNA m(5)C967 methyltransferase, SAM-dependent (EC:2.1.1.61); K03500 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]"
"rsmC","b4371","16S rRNA m(2)G1207 methyltransferase, SAM-dependent (EC:2.1.1.172); K00564 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]"
"rsmD","b3465","16S rRNA m(2)G966 methyltransferase, SAM-dependent; K08316 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]"
"rsmE","b2946","16S rRNA m(3)U1498 methyltransferase, SAM-dependent; K09761 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]"
"rsmF","b1835","16S rRNA m(5)C1407 methyltransferase, SAM-dependent; K11392 16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178]"
"rsmG","b3740","16S rRNA m(7)G527 methyltransferase, SAM-dependent; glucose-inhibited cell-division protein; K03501 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]"
"rsmH","b0082","16S rRNA m(4)C1402 methyltransferase, SAM-dependent (EC:2.1.1.-); K03438 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]"
"rsmI","b3146","16S rRNA C1402 2'-O-ribose methyltransferase, SAM-dependent; K07056 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]"
"rspA","NA","NA"
