eco_id gene gene_description
eco:b0086 murF UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine_ligase_(EC:6.3.2.10);_K01929_UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine_ligase_[EC:6.3.2.10]
eco:b0090 murG N-acetylglucosaminyl_transferase_(EC:2.4.1.227);_K02563_UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide)_pyrophosphoryl-undecaprenol_N-acetylglucosamine_transferase_[EC:2.4.1.227]
eco:b0090 murG N-acetylglucosaminyl_transferase_(EC:2.4.1.227);_K02563_UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide)_pyrophosphoryl-undecaprenol_N-acetylglucosamine_transferase_[EC:2.4.1.227]
eco:b3967 murI glutamate_racemase_(EC:5.1.1.3);_K01776_glutamate_racemase_[EC:5.1.1.3]
eco:b1069 murJ probable_peptidoglycan_lipid_II_flippase_required_for_murein_synthesis;_K03980_virulence_factor
eco:b2428 murQ N-acetylmuramic_acid_6-phosphate_(MurNAc-6-P)_etherase;_K07106_N-acetylmuramic_acid_6-phosphate_etherase_[EC:4.2.1.126]
eco:b2427 murR repressor_for_murPQ,_MurNAc_6-P_inducible;_K15835_RpiR_family_transcriptional_regulator,_murPQ_operon_repressor
eco:b2427 murR repressor_for_murPQ,_MurNAc_6-P_inducible;_K15835_RpiR_family_transcriptional_regulator,_murPQ_operon_repressor
eco:b2427 murR repressor_for_murPQ,_MurNAc_6-P_inducible;_K15835_RpiR_family_transcriptional_regulator,_murPQ_operon_repressor
eco:b2831 mutH methyl-directed_mismatch_repair_protein;_K03573_DNA_mismatch_repair_protein_MutH
eco:b4170 mutL methyl-directed_mismatch_repair_protein;_K03572_DNA_mismatch_repair_protein_MutL
eco:b3635 mutM formamidopyrimidine/5-formyluracil/5-hydroxymethyluracil_DNA_glycosylase_(EC:3.2.2.23);_K10563_formamidopyrimidine-DNA_glycosylase_[EC:3.2.2.23_4.2.99.18]
eco:b2733 mutS methyl-directed_mismatch_repair_protein;_K03555_DNA_mismatch_repair_protein_MutS
eco:b0099 mutT nucleoside_triphosphate_pyrophosphohydrolase,_marked_preference_for_dGTP_(EC:3.6.1.-);_K03574_8-oxo-dGTP_diphosphatase_[EC:3.6.1.55]
eco:b0099 mutT nucleoside_triphosphate_pyrophosphohydrolase,_marked_preference_for_dGTP_(EC:3.6.1.-);_K03574_8-oxo-dGTP_diphosphatase_[EC:3.6.1.55]
eco:b0099 mutT nucleoside_triphosphate_pyrophosphohydrolase,_marked_preference_for_dGTP_(EC:3.6.1.-);_K03574_8-oxo-dGTP_diphosphatase_[EC:3.6.1.55]
eco:b2961 mutY adenine_DNA_glycosylase_(EC:3.2.2.-);_K03575_A/G-specific_adenine_glycosylase_[EC:3.2.2.-]
eco:b3096 mzrA modulator_of_EnvZ/OmpR_regulon
eco:b0750 nadA quinolinate_synthase,_subunit_A;_K03517_quinolinate_synthase_[EC:2.5.1.72]
eco:b2574 nadB quinolinate_synthase,_L-aspartate_oxidase_(B_protein)_subunit_(EC:1.4.3.16);_K00278_L-aspartate_oxidase_[EC:1.4.3.16]
eco:b0109 nadC quinolinate_phosphoribosyltransferase_(EC:2.4.2.19);_K00767_nicotinate-nucleotide_pyrophosphorylase_(carboxylating)_[EC:2.4.2.19]
eco:b0109 nadC quinolinate_phosphoribosyltransferase_(EC:2.4.2.19);_K00767_nicotinate-nucleotide_pyrophosphorylase_(carboxylating)_[EC:2.4.2.19]
eco:b0639 nadD nicotinic_acid_mononucleotide_adenylyltransferase,_NAD(P)-dependent_(EC:2.7.7.18);_K00969_nicotinate-nucleotide_adenylyltransferase_[EC:2.7.7.18]
eco:b1740 nadE NAD_synthetase,_NH3/glutamine-dependent_(EC:6.3.5.1);_K01916_NAD+_synthase_[EC:6.3.1.5]
eco:b2615 nadK NAD_kinase_(EC:2.7.1.23);_K00858_NAD+_kinase_[EC:2.7.1.23]
eco:b4390 nadR trifunctional_protein:_nicotinamide_mononucleotide_adenylyltransferase,_ribosylnicotinamide_kinase,_transcriptional_repressor;_K06211_HipB_family_transcriptional_regulator,_involved_in_the_regulation_of_NAD_biosynthesis
eco:b0677 nagA N-acetylglucosamine-6-phosphate_deacetylase_(EC:3.5.1.25);_K01443_N-acetylglucosamine-6-phosphate_deacetylase_[EC:3.5.1.25]
eco:b0678 nagB glucosamine-6-phosphate_deaminase_(EC:3.5.99.6);_K02564_glucosamine-6-phosphate_deaminase_[EC:3.5.99.6]
eco:b0676 nagC DNA-binding_transcriptional_dual_regulator,_repressor_of_N-acetylglucosamine;_K02565_N-acetylglucosamine_repressor
eco:b0675 nagD UMP_phosphatase;_K02566_NagD_protein
eco:b0679 nagE fused_N-acetyl_glucosamine_specific_PTS_enzyme:_IIC,_IIB,_and_IIA_components_(EC:2.7.1.69);_K02802_PTS_system,_N-acetylglucosamine-specific_IIA_component_[EC:2.7.1.69]_K02803_PTS_system,_N-acetylglucosamine-specific_IIB_component_[EC:2.7.1.69]_K02804_PTS_system,_N-acetylglucosamine-specific_IIC_component
eco:b1119 nagK N-acetyl-D-glucosamine_kinase_(EC:2.7.1.59);_K00884_N-acetylglucosamine_kinase_[EC:2.7.1.59]
eco:b1107 nagZ beta_N-acetyl-glucosaminidase_(EC:3.2.1.52);_K01207_beta-N-acetylhexosaminidase_[EC:3.2.1.52]
eco:b3225 nanA N-acetylneuraminate_lyase_(EC:4.1.3.3);_K01639_N-acetylneuraminate_lyase_[EC:4.1.3.3]
eco:b3223 nanE predicted_N-acetylmannosamine-6-P_epimerase;_K01788_N-acylglucosamine-6-phosphate_2-epimerase_[EC:5.1.3.9]
eco:b3222 nanK N-acetylmannosamine_kinase;_K00885_N-acylmannosamine_kinase_[EC:2.7.1.60]
eco:b4310 nanM N-acetylneuraminic_acid_mutarotase;_K17948_N-acetylneuraminate_epimerase_[EC:5.1.3.24]
eco:b3226 nanR DNA-binding_transcriptional_repressor_of_the_nan_operon,_induced_by_sialic_acid
eco:b4309 nanS 9-O-acetyl_N-acetylneuraminic_acid_esterase;_K07497_putative_transposase
eco:b2203 napB nitrate_reductase,_small,_cytochrome_C550_subunit,_periplasmic;_K02568_cytochrome_c-type_protein_NapB
eco:b2202 napC quinol_dehydrogenase,_electron_source_for_NapAB;_K02569_cytochrome_c-type_protein_NapC
eco:b2202 napC quinol_dehydrogenase,_electron_source_for_NapAB;_K02569_cytochrome_c-type_protein_NapC
eco:b2207 napD assembly_protein_for_periplasmic_nitrate_reductase;_K02570_periplasmic_nitrate_reductase_NapD
eco:b2208 napF ferredoxin-type_protein,_role_in_electron_transfer_to_periplasmic_nitrate_reductase_NapA;_K02572_ferredoxin-type_protein_NapF
eco:b2205 napG ferredoxin-type_protein_essential_for_electron_transfer_from_ubiquinol_to_periplasmic_nitrate_reductase_(NapAB);_K02573_ferredoxin-type_protein_NapG
eco:b1224 narG nitrate_reductase_1,_alpha_subunit_(EC:1.7.99.4);_K00370_nitrate_reductase_alpha_subunit_[EC:1.7.99.4]
eco:b1225 narH nitrate_reductase_1,_beta_(Fe-S)_subunit_(EC:1.7.99.4);_K00371_nitrate_reductase_beta_subunit_[EC:1.7.99.4]
eco:b1227 narI nitrate_reductase_1,_gamma_(cytochrome_b(NR))_subunit_(EC:1.7.99.4);_K00374_nitrate_reductase_gamma_subunit_[EC:1.7.99.4]
eco:b1226 narJ molybdenum-cofactor-assembly_chaperone_subunit_(delta_subunit)_of_nitrate_reductase_1_(EC:1.7.99.4);_K00373_nitrate_reductase_delta_subunit
eco:b1223 narK nitrate/nitrite_transporter;_K02575_MFS_transporter,_NNP_family,_nitrate/nitrite_transporter
eco:b1221 narL DNA-binding_response_regulator_in_two-component_regulatory_system_with_NarX_(or_NarQ);_K07684_two-component_system,_NarL_family,_nitrate/nitrite_response_regulator_NarL
eco:b1221 narL DNA-binding_response_regulator_in_two-component_regulatory_system_with_NarX_(or_NarQ);_K07684_two-component_system,_NarL_family,_nitrate/nitrite_response_regulator_NarL
eco:b2193 narP DNA-binding_response_regulator_in_two-component_regulatory_system_with_NarQ_or_NarX;_K07685_two-component_system,_NarL_family,_nitrate/nitrite_response_regulator_NarP
eco:b1469 narU nitrate/nitrite_transporter;_K02575_MFS_transporter,_NNP_family,_nitrate/nitrite_transporter
eco:b1465 narV nitrate_reductase_2_(NRZ),_gamma_subunit_(EC:1.7.99.4);_K00374_nitrate_reductase_gamma_subunit_[EC:1.7.99.4]
eco:b1466 narW nitrate_reductase_2_(NRZ),_delta_subunit_(assembly_subunit)_(EC:1.7.99.4);_K00373_nitrate_reductase_delta_subunit
eco:b1468 narZ nitrate_reductase_2_(NRZ),_alpha_subunit_(EC:1.7.99.4);_K00370_nitrate_reductase_alpha_subunit_[EC:1.7.99.4]
eco:b1109 ndh respiratory_NADH_dehydrogenase_2/cupric_reductase_(EC:1.16.1.-_1.6.99.3);_K03885_NADH_dehydrogenase_[EC:1.6.99.3]
eco:b2518 ndk multifunctional_nucleoside_diphosphate_kinase_and_apyrimidinic_endonuclease_and_3'-phosphodiesterase_(EC:2.7.4.6);_K00940_nucleoside-diphosphate_kinase_[EC:2.7.4.6]
eco:b0714 nei endonuclease_VIII/5-formyluracil/5-hydroxymethyluracil_DNA_glycosylase_(EC:3.2.-.-);_K05522_endonuclease_VIII_[EC:3.2.2.-_4.2.99.18]
eco:b1650 nemA chromate_reductase,_quinone_reductase,_FMN-linked;_N-Ethylmaleimide_reductase;_old_yellow_enzyme_(EC:1.-.-.-);_K10680_N-ethylmaleimide_reductase_[EC:1.-.-.-]
eco:b1650 nemA chromate_reductase,_quinone_reductase,_FMN-linked;_N-Ethylmaleimide_reductase;_old_yellow_enzyme_(EC:1.-.-.-);_K10680_N-ethylmaleimide_reductase_[EC:1.-.-.-]
eco:b1649 nemR transcriptional_repressor_for_the_nemRA-gloA_operon,_quinone-,_glyoxal-,_and_HOCl-activated;_K16137_TetR/AcrR_family_transcriptional_regulator,_transcriptional_repressor_for_nem_operon
eco:b1649 nemR transcriptional_repressor_for_the_nemRA-gloA_operon,_quinone-,_glyoxal-,_and_HOCl-activated;_K16137_TetR/AcrR_family_transcriptional_regulator,_transcriptional_repressor_for_nem_operon
eco:b1649 nemR transcriptional_repressor_for_the_nemRA-gloA_operon,_quinone-,_glyoxal-,_and_HOCl-activated;_K16137_TetR/AcrR_family_transcriptional_regulator,_transcriptional_repressor_for_nem_operon
eco:b3662 nepI predicted_transporter;_K03445_MFS_transporter,_DHA1_family,_purine_ribonucleoside_efflux_pump
eco:b3998 nfi endonuclease_V;_deoxyinosine_3'_endonuclease_(EC:3.1.21.7);_K05982_deoxyribonuclease_V_[EC:3.1.21.7]
eco:b0568 nfrA bacteriophage_N4_receptor,_outer_membrane_subunit;_K11739_bacteriophage_N4_adsorption_protein_A
eco:b0569 nfrB bacteriophage_N4_receptor,_inner_membrane_subunit;_K11740_bacteriophage_N4_adsorption_protein_B
eco:b0851 nfsA nitroreductase_A,_NADPH-dependent,_FMN-dependent_(EC:1.-.-.-);_K10678_nitroreductase_[EC:1.-.-.-]
eco:b0578 nfsB dihydropteridine_reductase,_NAD(P)H-dependent,_oxygen-insensitive_(EC:1.5.1.34);_K10679_nitroreductase_/_dihydropteridine_reductase_[EC:1.-.-.-_1.5.1.34]
eco:b3414 nfuA Fe/S_biogenesis_protein;_possible_scaffold/chaperone_for_damaged_Fe/S_proteins;_K07400_Fe/S_biogenesis_protein_NfuA
eco:b0019 nhaA sodium-proton_antiporter;_K03313_Na+:H+_antiporter,_NhaA_family
eco:b1186 nhaB sodium:proton_antiporter;_K03314_Na+:H+_antiporter,_NhaB_family
eco:b0020 nhaR DNA-binding_transcriptional_activator;_K03717_LysR_family_transcriptional_regulator,_transcriptional_activator_of_nhaA
eco:b0020 nhaR DNA-binding_transcriptional_activator;_K03717_LysR_family_transcriptional_regulator,_transcriptional_activator_of_nhaA
eco:b0020 nhaR DNA-binding_transcriptional_activator;_K03717_LysR_family_transcriptional_regulator,_transcriptional_activator_of_nhaA
eco:b1463 nhoA N-hydroxyarylamine_O-acetyltransferase_(EC:2.3.1.118);_K00675_N-hydroxyarylamine_O-acetyltransferase_[EC:2.3.1.118]
eco:b3476 nikA nickel-binding,_heme-binding_periplasmic_protein;_K15584_nickel_transport_system_substrate-binding_protein
eco:b3477 nikB nickel_transporter_subunit;_K15585_nickel_transport_system_permease_protein
eco:b3478 nikC nickel_transporter_subunit;_K15586_nickel_transport_system_permease_protein
eco:b3479 nikD nickel_transporter_subunit;_K15587_nickel_transport_system_ATP-binding_protein_[EC:3.6.3.24]
eco:b3480 nikE nickel_transporter_subunit;_K10824_nickel_transport_system_ATP-binding_protein_[EC:3.6.3.24]
eco:b3481 nikR DNA-binding_transcriptional_repressor,_Ni-binding;_K07722_CopG_family_transcriptional_regulator,_nickel-responsive_regulator
eco:b3365 nirB nitrite_reductase,_large_subunit,_NAD(P)H-binding_(EC:1.7.1.4);_K00362_nitrite_reductase_(NADH)_large_subunit_[EC:1.7.1.15]
eco:b3367 nirC nitrite_transporter;_K02598_nitrite_transporter_NirC
eco:b3366 nirD nitrite_reductase,_NAD(P)H-binding,_small_subunit_(EC:1.7.1.4);_K00363_nitrite_reductase_(NADH)_small_subunit_[EC:1.7.1.15]
eco:b3661 nlpA cytoplasmic_membrane_lipoprotein-28;_K02073_D-methionine_transport_system_substrate-binding_protein
eco:b1708 nlpC predicted_peptidase,_C40_clan,_lipoprotein;_K13695_probable_lipoprotein_NlpC
eco:b2742 nlpD activator_of_AmiC_murein_hydrolase_activity,_lipoprotein;_K06194_lipoprotein_NlpD
eco:b0192 nlpE lipoprotein_involved_with_copper_homeostasis_and_adhesion;_K06079_copper_homeostasis_protein_(lipoprotein)
eco:b3163 nlpI lipoprotein_involved_in_osmotic_sensitivity_and_filamentation;_K05803_lipoprotein_NlpI
eco:b0553 nmpC pseudogene
eco:b0560 nohD DLP12_prophage;_DNA_packaging_protein
eco:b0560 nohD DLP12_prophage;_DNA_packaging_protein
eco:b1548 nohQ pseudogene
eco:b2709 norR anaerobic_nitric_oxide_reductase_DNA-binding_transcriptional_activator;_K12266_anaerobic_nitric_oxide_reductase_transcription_regulator
eco:b2711 norW NADH:flavorubredoxin_oxidoreductase_(EC:1.18.1.-);_K12265_nitric_oxide_reductase_FlRd-NAD(+)_reductase_[EC:1.18.1.-]
eco:b3206 npr phosphohistidinoprotein-hexose_phosphotransferase_component_of_N-regulated_PTS_system_(Npr);_K08485_phosphocarrier_protein_NPr
eco:b2234 nrdA ribonucleoside-diphosphate_reductase_1,_alpha_subunit_(EC:1.17.4.1);_K00525_ribonucleoside-diphosphate_reductase_alpha_chain_[EC:1.17.4.1]
eco:b2235 nrdB ribonucleoside-diphosphate_reductase_1,_beta_subunit,_ferritin-like_protein_(EC:1.17.4.1);_K00526_ribonucleoside-diphosphate_reductase_beta_chain_[EC:1.17.4.1]
eco:b4238 nrdD anaerobic_ribonucleoside-triphosphate_reductase_(EC:1.17.4.2);_K00527_ribonucleoside-triphosphate_reductase_[EC:1.17.4.2]
eco:b2676 nrdF ribonucleoside-diphosphate_reductase_2,_beta_subunit,_ferritin-like_protein_(EC:1.17.4.1);_K00526_ribonucleoside-diphosphate_reductase_beta_chain_[EC:1.17.4.1]
eco:b4237 nrdG anaerobic_ribonucleotide_reductase_activating_protein;_K04068_anaerobic_ribonucleoside-triphosphate_reductase_activating_protein_[EC:1.97.1.4]
eco:b2673 nrdH hydrogen_donor_for_NrdEF_electron_transport_system;_glutaredoxin-like_protein;_K06191_glutaredoxin-like_protein_NrdH
eco:b2673 nrdH hydrogen_donor_for_NrdEF_electron_transport_system;_glutaredoxin-like_protein;_K06191_glutaredoxin-like_protein_NrdH
eco:b2674 nrdI flavodoxin_required_for_NrdEF_cluster_assembly;_K03647_protein_involved_in_ribonucleotide_reduction
eco:b0413 nrdR conserved_protein;_K07738_transcriptional_repressor_NrdR
eco:b4070 nrfA nitrite_reductase,_formate-dependent,_cytochrome;_K03385_nitrite_reductase_(cytochrome_c-552)_[EC:1.7.2.2]
eco:b4071 nrfB nitrite_reductase,_formate-dependent,_penta-heme_cytochrome_c_(EC:1.7.2.2);_K04013_cytochrome_c-type_protein_NrfB
eco:b4072 nrfC formate-dependent_nitrite_reductase,_4Fe4S_subunit;_K04014_protein_NrfC
eco:b4073 nrfD formate-dependent_nitrite_reductase,_membrane_subunit;_K04015_protein_NrfD
eco:b4074 nrfE heme_lyase_(NrfEFG)_for_insertion_of_heme_into_c552,_subunit_NrfE;_K04016_cytochrome_c-type_biogenesis_protein_NrfE
eco:b4075 nrfF heme_lyase_(NrfEFG)_for_insertion_of_heme_into_c552,_subunit_NrfF;_K04017_formate-dependent_nitrite_reductase_complex_subunit_NrfF
eco:b4076 nrfG heme_lyase_(NrfEFG)_for_insertion_of_heme_into_c552,_subunit_NrfG;_K04018_formate-dependent_nitrite_reductase_complex_subunit_NrfG
eco:b4178 nsrR nitric_oxide-sensitive_repressor_for_NO_regulon;_K13771_Rrf2_family_transcriptional_regulator,_nitric_oxide-sensitive_transcriptional_repressor
eco:b1865 nudB dihydroneopterin_triphosphate_pyrophosphatase_(EC:3.6.1.-);_K08310_dATP_pyrophosphohydrolase_[EC:3.6.1.-]
eco:b3996 nudC NADH_pyrophosphatase;_K03426_NAD+_diphosphatase_[EC:3.6.1.22]
eco:b3397 nudE adenosine_nucleotide_hydrolase;_substrates_include_Ap3A,_Ap2A,_ADP-ribose,_NADH_(EC:3.6.1.-);_K08312_ADP-ribose_diphosphatase_[EC:3.6.1.-]
eco:b3034 nudF ADP-ribose_pyrophosphatase_(EC:3.6.1.13);_K01515_ADP-ribose_pyrophosphatase_[EC:3.6.1.13]
eco:b1759 nudG CTP_pyrophosphohydrolase;_also_hydrolyzes_2-hydroxy-dATP,_8-hydroxy-dGTP,_5-hydroxy-CTP,_dCTP_and_5-methyl-dCTP_(EC:3.6.1.-);_K08320_(d)CTP_diphosphatase_[EC:3.6.1.65]
eco:b1134 nudJ bifunctional_thiamin_pyrimidine_pyrophosphate_hydrolase/thiamin_pyrophosphate_hydrolase;_K12152_phosphatase_NudJ_[EC:3.6.1.-]
eco:b2467 nudK GDP-mannose_pyrophosphatase;_K12945_GDP-mannose_pyrophosphatase_NudK_[EC:3.6.1.-]
eco:b1813 nudL predicted_NUDIX_hydrolase
eco:b1813 nudL predicted_NUDIX_hydrolase
eco:b2288 nuoA NADH:ubiquinone_oxidoreductase,_membrane_subunit_A;_K00330_NADH-quinone_oxidoreductase_subunit_A_[EC:1.6.5.3]
eco:b2287 nuoB NADH:ubiquinone_oxidoreductase,_chain_B_(EC:1.6.5.3);_K00331_NADH-quinone_oxidoreductase_subunit_B_[EC:1.6.5.3]
eco:b2286 nuoC NADH:ubiquinone_oxidoreductase,_fused_CD_subunit_(EC:1.6.5.3);_K13378_NADH-quinone_oxidoreductase_subunit_C/D_[EC:1.6.5.3]
eco:b2285 nuoE NADH:ubiquinone_oxidoreductase,_chain_E_(EC:1.6.5.3);_K00334_NADH-quinone_oxidoreductase_subunit_E_[EC:1.6.5.3]
eco:b2284 nuoF NADH:ubiquinone_oxidoreductase,_chain_F_(EC:1.6.5.3);_K00335_NADH-quinone_oxidoreductase_subunit_F_[EC:1.6.5.3]
eco:b2283 nuoG NADH:ubiquinone_oxidoreductase,_chain_G_(EC:1.6.5.3);_K00336_NADH-quinone_oxidoreductase_subunit_G_[EC:1.6.5.3]
eco:b2282 nuoH NADH:ubiquinone_oxidoreductase,_membrane_subunit_H;_K00337_NADH-quinone_oxidoreductase_subunit_H_[EC:1.6.5.3]
eco:b2281 nuoI NADH:ubiquinone_oxidoreductase,_chain_I_(EC:1.6.5.3);_K00338_NADH-quinone_oxidoreductase_subunit_I_[EC:1.6.5.3]
eco:b2280 nuoJ NADH:ubiquinone_oxidoreductase,_membrane_subunit_J;_K00339_NADH-quinone_oxidoreductase_subunit_J_[EC:1.6.5.3]
eco:b2279 nuoK NADH:ubiquinone_oxidoreductase,_membrane_subunit_K;_K00340_NADH-quinone_oxidoreductase_subunit_K_[EC:1.6.5.3]
eco:b2278 nuoL NADH:ubiquinone_oxidoreductase,_membrane_subunit_L;_K00341_NADH-quinone_oxidoreductase_subunit_L_[EC:1.6.5.3]
eco:b2277 nuoM NADH:ubiquinone_oxidoreductase,_membrane_subunit_M;_K00342_NADH-quinone_oxidoreductase_subunit_M_[EC:1.6.5.3]
eco:b2276 nuoN NADH:ubiquinone_oxidoreductase,_membrane_subunit_N;_K00343_NADH-quinone_oxidoreductase_subunit_N_[EC:1.6.5.3]
eco:b2393 nupC nucleoside_(except_guanosine)_transporter;_K11535_nucleoside_transport_protein
eco:b2964 nupG nucleoside_transporter;_K03289_MFS_transporter,_NHS_family,_nucleoside_permease
eco:b2161 nupX nucleoside_permease;_K16325_nucleoside_permease
eco:b3169 nusA transcription_termination/antitermination_L_factor;_K02600_N_utilization_substance_protein_A
eco:b0416 nusB transcription_antitermination_protein;_K03625_N_utilization_substance_protein_B
eco:b3982 nusG transcription_termination_factor;_K02601_transcriptional_antiterminator_NusG
eco:b3183 obgE GTPase_involved_in_cell_partioning_and_DNA_repair;_K03979_GTP-binding_protein
eco:b2082 ogrK positive_regulator_of_P2_growth_(insertion_of_P2_ogr_gene_into_the_chromosome)
eco:b1335 ogt O-6-alkylguanine-DNA:cysteine-protein_methyltransferase_(EC:2.1.1.63);_K00567_methylated-DNA-[protein]-cysteine_S-methyltransferase_[EC:2.1.1.63]
eco:b4608 ohsC sRNA_antisense_regulator_of_shoB_toxin
eco:b0957 ompA outer_membrane_protein_A_(3a;II*;G;d);_K03286_OmpA-OmpF_porin,_OOP_family
eco:b0929 ompF outer_membrane_porin_1a_(Ia;b;F);_K09476_outer_membrane_pore_protein_F
eco:b1319 ompG outer_membrane_porin_G;_K14053_outer_membrane_protein_G
eco:b1377 ompN outer_membrane_pore_protein_N,_non-specific;_K14062_outer_membrane_protein_N
eco:b0565 ompT DLP12_prophage;_outer_membrane_protease_VII_(outer_membrane_protein_3b)_(EC:3.4.23.49);_K01355_omptin_[EC:3.4.23.49]
eco:b0814 ompX outer_membrane_protein_X;_K11934_outer_membrane_protein_X
eco:b4444 omrA sRNA_antisense_regulator_downregulates_OM_proteins_and_curli;_positively_regulated_by_OmpR/EnvZ,_Hfq-dependent
eco:b4444 omrA sRNA_antisense_regulator_downregulates_OM_proteins_and_curli;_positively_regulated_by_OmpR/EnvZ,_Hfq-dependent
eco:b4445 omrB sRNA_antisense_regulator_downregulates_OM_proteins_and_curli;_positively_regulated_by_OmpR/EnvZ,_Hfq-dependent
eco:b4359 opgB phosphoglycerol_transferases_I_and_II_(EC:2.7.8.20);_K01002_phosphoglycerol_transferase_[EC:2.7.8.20]
eco:b1047 opgC membrane_protein_required_for_succinylation_of_osmoregulated_periplasmic_glucans_(OPGs);_K11941_glucans_biosynthesis_protein_C_[EC:2.1.-.-]
eco:b1424 opgD osmoregulated_periplasmic_glucan_(OPG)_biosynthesis_periplasmic_protein
eco:b1048 opgG osmoregulated_periplasmic_glucan_(OPG)_biosynthesis_periplasmic_protein;_K03670_periplasmic_glucans_biosynthesis_protein
eco:b1049 opgH membrane_glycosyltransferase;_K03669_membrane_glycosyltransferase_[EC:2.4.1.-]
eco:b1243 oppA oligopeptide_transporter_subunit;_K15580_oligopeptide_transport_system_substrate-binding_protein
eco:b1244 oppB oligopeptide_transporter_subunit;_K15581_oligopeptide_transport_system_permease_protein
eco:b1245 oppC oligopeptide_transporter_subunit;_K15582_oligopeptide_transport_system_permease_protein
eco:b1246 oppD oligopeptide_transporter_subunit;_K15583_oligopeptide_transport_system_ATP-binding_protein
eco:b1247 oppF oligopeptide_transporter_subunit;_K10823_oligopeptide_transport_system_ATP-binding_protein
eco:b1283 osmB lipoprotein;_K04062_osmotically_inducible_lipoprotein_OsmB
eco:b1482 osmC lipoyl-dependent_Cys-based_peroxidase,_hydroperoxide_resistance;_salt-shock_inducible_membrane_protein;_peroxiredoxin;_K04063_osmotically_inducible_protein_OsmC
eco:b1739 osmE DNA-binding_transcriptional_activator;_K04064_osmotically_inducible_lipoprotein_OsmE
eco:b2131 osmF predicted_transporter_subunit:_periplasmic-binding_component_of_ABC_superfamily;_K05845_osmoprotectant_transport_system_substrate-binding_protein
eco:b4376 osmY periplasmic_protein;_K04065_hyperosmotically_inducible_periplasmic_protein
eco:b1896 otsA trehalose-6-phosphate_synthase_(EC:2.4.1.15);_K00697_trehalose_6-phosphate_synthase_[EC:2.4.1.15]
eco:b1897 otsB trehalose-6-phosphate_phosphatase,_biosynthetic_(EC:3.1.3.12);_K01087_trehalose_6-phosphate_phosphatase_[EC:3.1.3.12]
eco:b4692 oweE pseudogene
eco:b2358 oweS pseudogene
eco:b2373 oxc oxalyl_CoA_decarboxylase,_ThDP-dependent;_K01577_oxalyl-CoA_decarboxylase_[EC:4.1.1.8]
eco:b1388 paaA ring_1,2-phenylacetyl-CoA_epoxidase_subunit;_K02609_ring-1,2-phenylacetyl-CoA_epoxidase_subunit_PaaA_[EC:1.14.13.149]
eco:b1389 paaB ring_1,2-phenylacetyl-CoA_epoxidase_possible_subunit,_not_required_for_in_vitro_activity;_K02610_ring-1,2-phenylacetyl-CoA_epoxidase_subunit_PaaB
eco:b1390 paaC ring_1,2-phenylacetyl-CoA_epoxidase_subunit;_K02611_ring-1,2-phenylacetyl-CoA_epoxidase_subunit_PaaC_[EC:1.14.13.149]
eco:b1391 paaD ring_1,2-phenylacetyl-CoA_epoxidase_subunit;_K02612_ring-1,2-phenylacetyl-CoA_epoxidase_subunit_PaaD
eco:b1392 paaE ring_1,2-phenylacetyl-CoA_epoxidase,_NAD(P)H_oxidoreductase_component;_K02613_ring-1,2-phenylacetyl-CoA_epoxidase_subunit_PaaE
eco:b1393 paaF 2,3-dehydroadipyl-CoA_hydratase_(EC:4.2.1.17);_K01692_enoyl-CoA_hydratase_[EC:4.2.1.17]
eco:b1394 paaG 1,2-epoxyphenylacetyl-CoA_isomerase,_oxepin-CoA-forming_(EC:4.2.1.17);_K15866_2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA_isomerase_[EC:5.3.3.18]
eco:b1395 paaH 3-hydroxyadipyl-CoA_dehydrogenase,_NAD+-dependent_(EC:1.1.1.157);_K00074_3-hydroxybutyryl-CoA_dehydrogenase_[EC:1.1.1.157]
eco:b1396 paaI thioesterase,_most_active_with_ring-hydroxylated_phenylacetyl-coenzyme_A_thioesters;_K02614_acyl-CoA_thioesterase_[EC:3.1.2.-]
eco:b1397 paaJ 3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA_thiolase;_K02615_acetyl-CoA_acetyltransferase_[EC:2.3.1.-]
eco:b1398 paaK phenylacetyl-CoA_ligase_(EC:6.2.1.30);_K01912_phenylacetate-CoA_ligase_[EC:6.2.1.30]
eco:b1399 paaX DNA-binding_transcriptional_repressor_of_phenylacetic_acid_degradation_paa_operon,_phenylacetyl-CoA_inducer;_K02616_phenylacetic_acid_degradation_operon_negative_regulatory_protein
eco:b1400 paaY predicted_hexapeptide_repeat_acetyltransferase;_K02617_phenylacetic_acid_degradation_protein
eco:b1387 paaZ fused_oxepin-CoA_hydrolase/3-oxo-5,6-dehydrosuberyl-CoA_semialdehyde_dehydrogenase;_K02618_oxepin-CoA_hydrolase_/_3-oxo-5,6-dehydrosuberyl-CoA_semialdehyde_dehydrogenase_[EC:3.3.2.12_1.17.1.7]
eco:b3360 pabA aminodeoxychorismate_synthase,_subunit_II_(EC:2.6.1.85);_K01664_para-aminobenzoate_synthetase_component_II_[EC:2.6.1.85]
